,Lati,Long
2768,33.9587,-118.2839
2769,33.9551,-118.2812
2770,33.9547,-118.2651
2771,33.9367,-118.2871
2772,33.9602,-118.2586
2780,34.0509,-118.2937
2781,34.0672,-118.2941
2782,34.0596,-118.3022
2783,34.0737,-118.3067
2784,34.0617,-118.3091
2785,34.0588,-118.2842
2786,34.0746,-118.2966
2787,34.0494,-118.3102
2788,34.0672,-118.2966
2798,34.0436,-118.2354
2799,34.0516,-118.2561
2800,34.0516,-118.2561
2801,34.0395,-118.2656
2802,34.0462,-118.2585
2803,34.0467,-118.252
2804,34.0423,-118.2452
2805,34.0428,-118.2461
2806,34.0416,-118.244
2807,34.0442,-118.2439
2808,34.0442,-118.2439
2809,34.0467,-118.252
2810,34.0417,-118.2398
2811,34.0374,-118.2701
2812,34.0374,-118.2701
2813,34.0375,-118.27
2814,34.0437,-118.2455
2815,34.0455,-118.2452
2816,34.0439,-118.2514
2817,34.0421,-118.2469
2818,34.0591,-118.2412
2819,34.0324,-118.2675
2820,34.0374,-118.2701
2821,34.0516,-118.2561
2822,34.0516,-118.2561
2823,34.0519,-118.2531
2824,34.0407,-118.268
2825,34.0759,-118.2553
2826,34.0699,-118.2777
2827,34.0548,-118.282
2828,34.07,-118.2671
2829,34.0642,-118.257
2830,34.0596,-118.2749
2831,34.0616,-118.2795
2833,34.0426,-118.2814
2834,34.0426,-118.2814
2835,34.0544,-118.2767
2836,34.0641,-118.248
2837,34.0649,-118.2797
2838,34.0563,-118.2809
2839,34.0524,-118.2633
2840,34.0621,-118.2619
2841,34.0726,-118.2749
2842,34.008,-118.3351
2843,34.017,-118.3477
2844,34.0046,-118.2872
2845,34.0193,-118.3329
2846,34.0305,-118.2865
2847,34.0307,-118.2923
2848,34.0073,-118.3204
2849,34.0137,-118.3111
2850,34.0146,-118.3158
2851,34.0071,-118.2842
2852,34.0037,-118.2915
2853,34.0112,-118.2827
2854,34.0219,-118.3045
2855,34.0219,-118.3045
2856,34.0317,-118.2769
2857,34.0183,-118.3161
2858,34.0191,-118.3252
2859,34.0148,-118.3417
2860,34.0325,-118.3587
2861,34.0256,-118.3212
2862,34.0306,-118.3241
2863,34.0056,-118.2816
2864,34.0173,-118.3547
2865,34.0256,-118.3248
2866,34.0348,-118.3248
2867,34.0325,-118.3496
2868,34.0326,-118.3416
2869,34.0326,-118.3416
2870,34.0073,-118.2894
2871,34.0055,-118.29
2872,34.0073,-118.3182
2873,34.0038,-118.2827
2874,34.0184,-118.2822
2875,34.0174,-118.3057
2876,34.0337,-118.3058
2877,34.0337,-118.3058
2878,34.0337,-118.3058
2879,34.0423,-118.2092
2880,34.0898,-118.2075
2881,34.0736,-118.217
2882,34.0909,-118.1652
2883,34.0738,-118.2052
2884,34.0736,-118.1724
2885,34.0782,-118.2098
2886,34.0571,-118.2084
2887,34.0188,-118.201
2888,34.0812,-118.2032
2889,34.0661,-118.2089
2890,34.0387,-118.2079
2891,34.0503,-118.203
2892,34.0231,-118.2039
2908,33.8438,-118.3066
2911,34.1001,-118.3093
2912,34.0926,-118.3416
2913,34.1016,-118.331
2916,34.103,-118.305
2917,34.0908,-118.3092
2918,34.1003,-118.3448
2919,34.1016,-118.3267
2920,34.1038,-118.3151
2921,34.1046,-118.3461
2922,34.0987,-118.3337
2923,34.0871,-118.3363
2924,34.0633,-118.3473
2925,34.0491,-118.3761
2926,34.0352,-118.3337
2927,34.0525,-118.3615
2928,34.0468,-118.3305
2929,34.0496,-118.3229
2930,34.0501,-118.3442
2931,34.0431,-118.367
2932,34.0846,-118.3464
2933,34.0402,-118.3532
2934,34.0621,-118.3385
2935,34.0341,-118.4525
2936,34.0461,-118.4502
2941,34.1464,-118.4213
2945,34.1236,-118.1898
2946,34.1106,-118.1908
2947,34.0929,-118.2098
2948,34.0808,-118.2655
2949,34.0919,-118.2284
2950,34.1036,-118.2918
2951,34.1068,-118.2281
2952,34.1018,-118.2984
2953,34.1018,-118.2984
2954,34.1095,-118.1903
2955,34.1257,-118.2236
2956,34.0986,-118.2962
2957,34.1068,-118.2723
2958,34.001,-118.3002
2959,33.9941,-118.2915
2960,33.9969,-118.3089
2961,33.9661,-118.2849
2962,33.9629,-118.2695
2963,33.9737,-118.3177
2964,33.9922,-118.3276
2965,33.9792,-118.2893
2966,33.9854,-118.3352
2967,33.9675,-118.2564
2968,33.9792,-118.2893
2969,33.9792,-118.2893
2970,33.9754,-118.3003
2971,33.9669,-118.2804
2972,33.9629,-118.2651
2973,33.9754,-118.3003
2974,33.9602,-118.2608
2975,33.9718,-118.3308
2976,33.9806,-118.3294
2977,33.9836,-118.3352
2978,33.9872,-118.3352
2979,33.9932,-118.3002
2980,34.0138,-118.259
2981,34.0368,-118.2412
2982,34.0203,-118.2506
2983,34.0091,-118.274
2984,34.0357,-118.2485
2985,34.0296,-118.2614
2986,34.0349,-118.2436
2987,34.0242,-118.2623
2988,34.0082,-118.2716
2989,34.0328,-118.254
2990,34.0114,-118.2624
2991,33.9843,-118.2718
2992,33.9916,-118.2564
2993,33.9916,-118.2564
2994,33.9916,-118.2564
2995,34.0041,-118.4273
2996,33.9848,-118.4698
2998,33.9599,-118.3962
2999,33.9879,-118.4734
3000,34.0121,-118.4188
3001,33.9874,-118.4735
3002,33.9933,-118.4765
3003,33.9892,-118.4751
3007,34.143,-118.3727
3018,33.8808,-118.2891
3019,33.9501,-118.2827
3020,33.947,-118.2684
3021,33.9456,-118.2803
3022,33.9511,-118.2673
3023,33.9456,-118.2803
3024,33.9456,-118.2803
3025,33.9352,-118.239
3026,33.9264,-118.2543
3027,33.9367,-118.2871
3028,33.9352,-118.239
3029,33.9374,-118.2321
3030,33.9538,-118.2608
3031,33.9591,-118.2739
3032,33.9555,-118.2871
3033,33.9502,-118.2739
3034,33.9433,-118.2462
3035,33.9347,-118.2761
3036,33.9201,-118.2868
3037,33.9601,-118.2881
3038,33.9474,-118.2695
3039,33.9524,-118.2374
3040,33.9367,-118.2871
3041,33.9401,-118.2805
3042,33.9383,-118.2826
3043,33.9469,-118.2772
3044,33.9465,-118.2826
3045,33.9437,-118.2826
3046,33.9391,-118.2916
3059,34.0453,-118.2892
3061,34.0735,-118.2874
3062,34.0674,-118.2929
3063,34.0506,-118.3127
3064,34.0564,-118.3131
3065,34.0473,-118.2904
3066,34.0577,-118.3078
3067,34.0617,-118.3031
3068,34.0472,-118.3063
3069,34.0636,-118.2954
3070,34.0472,-118.309
3072,34.0488,-118.2518
3073,34.0415,-118.2654
3074,34.0563,-118.2374
3075,34.0563,-118.2374
3076,34.0449,-118.2458
3077,34.0535,-118.256
3078,34.0467,-118.252
3079,34.0467,-118.252
3080,34.0488,-118.2518
3081,34.0448,-118.2474
3082,34.0467,-118.252
3083,34.0437,-118.2617
3084,34.0446,-118.245
3085,34.0442,-118.2439
3086,34.0421,-118.2469
3088,34.034,-118.2651
3089,34.0442,-118.2439
3090,34.0403,-118.2421
3091,34.0509,-118.2585
3092,34.0613,-118.2352
3093,34.0467,-118.2427
3094,34.0417,-118.2443
3095,34.0619,-118.2702
3096,34.0596,-118.2701
3097,34.0596,-118.2749
3098,34.0584,-118.281
3100,34.0554,-118.2702
3101,34.0038,-118.3573
3102,34.0238,-118.3452
3103,34.0311,-118.3405
3104,34.0055,-118.2915
3105,34.0305,-118.3677
3106,34.0183,-118.3089
3107,34.025,-118.3551
3108,34.0237,-118.3156
3109,34.0037,-118.3057
3110,33.998,-118.3294
3111,34.0453,-118.2197
3112,34.0517,-118.2178
3114,34.0376,-118.2166
3115,34.0453,-118.2088
3116,34.0445,-118.2116
3117,34.0784,-118.1772
3118,34.0784,-118.1772
3119,34.0895,-118.1708
3132,34.098,-118.3376
3133,34.0944,-118.3277
3134,34.1016,-118.3387
3135,34.1016,-118.3387
3137,34.1032,-118.3387
3138,34.1032,-118.3387
3139,34.0938,-118.3886
3140,34.0928,-118.3136
3141,34.1016,-118.3387
3142,34.0962,-118.3266
3143,34.103,-118.3225
3144,34.1014,-118.3616
3145,34.0465,-118.3555
3146,34.0726,-118.3463
3147,34.0835,-118.3462
3148,34.0871,-118.3462
3149,34.0606,-118.3458
3150,34.0606,-118.3458
3151,34.0534,-118.3436
3152,34.0524,-118.3711
3153,34.0624,-118.3504
3154,34.0444,-118.3274
3155,34.0523,-118.473
3156,34.1099,-118.448
3157,34.0608,-118.4454
3158,34.0351,-118.3779
3159,34.0351,-118.3779
3160,34.0626,-118.4491
3161,34.0616,-118.4337
3165,34.1498,-118.466
3178,34.0867,-118.2701
3179,34.1198,-118.2563
3180,34.1056,-118.2008
3181,34.1129,-118.266
3182,34.1343,-118.2155
3183,34.099,-118.2292
3184,34.1232,-118.2003
3185,34.0956,-118.2918
3186,34.1361,-118.215
3187,34.0922,-118.2226
3188,34.095,-118.2412
3189,34.0891,-118.219
3190,34.121,-118.2271
3191,34.1059,-118.2319
3192,34.0827,-118.2239
3193,33.9817,-118.3309
3194,33.9987,-118.3002
3196,33.9498,-118.3101
3197,33.9747,-118.286
3198,33.9992,-118.3002
3199,33.9757,-118.3309
3200,33.9806,-118.3003
3201,33.9624,-118.2783
3202,33.9679,-118.2783
3203,33.9922,-118.3276
3204,33.9823,-118.2856
3205,33.9746,-118.3003
3206,33.9713,-118.2739
3207,33.9924,-118.3024
3208,33.9791,-118.3068
3209,33.9906,-118.2809
3210,33.9546,-118.3036
3211,33.9992,-118.2827
3212,33.991,-118.3193
3213,34.0037,-118.3113
3214,33.96,-118.2915
3215,33.96,-118.2915
3216,33.9613,-118.2871
3217,33.9613,-118.2871
3218,33.9824,-118.2811
3219,33.9794,-118.3177
3220,33.9794,-118.3177
3221,33.9486,-118.3094
3222,33.9638,-118.2629
3223,33.9854,-118.3338
3224,33.9829,-118.3294
3225,33.9737,-118.3286
3226,33.9638,-118.2695
3227,33.9824,-118.2739
3228,33.9824,-118.2739
3230,33.9782,-118.2783
3231,33.9916,-118.2564
3232,34.0096,-118.244
3233,34.0126,-118.278
3234,33.9834,-118.2695
3235,33.9924,-118.2761
3236,34.0047,-118.274
3237,34.0075,-118.2775
3238,34.0188,-118.2549
3239,34.0102,-118.2565
3240,33.9861,-118.2739
3242,34.0258,-118.2586
3243,34.0066,-118.2709
3244,33.9984,-118.274
3245,34.0029,-118.2783
3246,33.9843,-118.2663
3247,34.0382,-118.2432
3248,33.9824,-118.2783
3249,33.9939,-118.2565
3250,33.9905,-118.4478
3251,33.9489,-118.3911
3252,33.9607,-118.42
3253,33.9885,-118.475
3254,33.9355,-118.4386
3255,34.0059,-118.4352
3256,34.0172,-118.4098
3257,34.0257,-118.451
3258,33.9541,-118.3962
3279,33.9432,-118.2435
3280,33.8966,-118.2857
3281,33.9601,-118.2827
3282,33.9538,-118.2739
3283,33.9237,-118.2717
3284,33.9315,-118.232
3285,33.937,-118.2302
3286,33.9315,-118.239
3287,33.9389,-118.248
3288,33.9485,-118.2461
3289,33.9492,-118.2827
3290,33.9315,-118.239
3291,33.9601,-118.2739
3292,33.9365,-118.2848
3293,33.9432,-118.2462
3294,33.9432,-118.2462
3304,34.0636,-118.3054
3305,34.0472,-118.3102
3306,34.0793,-118.3113
3307,34.0598,-118.2979
3308,34.0635,-118.3091
3315,34.0382,-118.2432
3316,34.0446,-118.245
3317,34.0483,-118.2631
3318,34.0563,-118.2374
3319,34.0474,-118.2496
3320,34.0437,-118.2455
3321,34.0452,-118.2534
3322,34.0417,-118.2443
3323,34.0639,-118.2306
3324,34.0617,-118.2469
3325,34.0535,-118.256
3326,34.0428,-118.2461
3327,34.0417,-118.2443
3328,34.0449,-118.2458
3329,34.0419,-118.2485
3330,34.0428,-118.2461
3331,34.047,-118.2755
3332,34.0567,-118.2636
3333,34.0707,-118.2795
3334,34.0707,-118.2795
3335,34.0844,-118.299
3336,34.0579,-118.2711
3337,34.0649,-118.2797
3338,34.0641,-118.248
3339,34.0598,-118.2734
3340,34.0677,-118.252
3341,34.0567,-118.2636
3342,34.0754,-118.2595
3343,34.0596,-118.2749
3344,34.0598,-118.2842
3345,34.0565,-118.2768
3346,34.0148,-118.3222
3347,34.0009,-118.3258
3348,34.0163,-118.3524
3349,34.0052,-118.3089
3350,34.0276,-118.3384
3351,34.0237,-118.3089
3352,34.0121,-118.3423
3353,34.0326,-118.3484
3354,34.0146,-118.3089
3355,34.0147,-118.3132
3356,34.0155,-118.2959
3357,34.0291,-118.3002
3358,34.0238,-118.3452
3359,34.0148,-118.3222
3360,34.0146,-118.313
3361,34.0149,-118.3436
3362,34.0304,-118.3582
3363,34.0238,-118.3669
3364,34.0155,-118.2959
3365,34.0073,-118.298
3366,34.0326,-118.335
3367,34.0155,-118.2975
3368,34.0499,-118.2206
3369,34.0423,-118.2092
3370,34.0755,-118.2091
3371,34.0784,-118.1772
3372,34.049,-118.197
3373,34.049,-118.197
3374,34.0277,-118.1978
3375,34.034,-118.1944
3376,34.0512,-118.2176
3377,34.0851,-118.1917
3378,34.0489,-118.1944
3379,34.0785,-118.1661
3400,34.0981,-118.3071
3401,34.103,-118.3225
3402,34.103,-118.3225
3403,34.1016,-118.331
3404,34.0941,-118.3036
3405,34.1016,-118.3387
3406,34.0669,-118.3456
3407,34.0486,-118.3385
3408,34.0364,-118.3317
3409,34.0389,-118.3505
3410,34.0459,-118.3454
3411,34.0836,-118.3486
3412,34.0472,-118.3189
3413,34.0331,-118.3898
3414,34.0331,-118.3898
3415,34.0489,-118.4491
3426,34.1483,-118.4326
3434,34.09,-118.2587
3435,34.0872,-118.2124
3436,34.0862,-118.2174
3437,34.1207,-118.2641
3438,34.1085,-118.2011
3439,34.0947,-118.2877
3440,34.1074,-118.1978
3441,34.1188,-118.235
3442,34.1117,-118.2361
3443,34.1232,-118.2003
3444,34.1119,-118.1963
3445,33.9906,-118.2827
3446,33.9797,-118.3255
3448,33.9897,-118.2827
3449,33.9897,-118.2827
3450,33.9924,-118.2871
3451,33.9705,-118.2695
3452,33.9747,-118.2674
3453,33.9643,-118.2893
3454,33.9891,-118.316
3455,33.9628,-118.2739
3456,33.9709,-118.3112
3457,33.9709,-118.3112
3458,33.9511,-118.3079
3459,33.96,-118.3025
3460,33.9924,-118.3046
3461,33.9669,-118.2783
3462,33.9638,-118.2629
3463,33.9819,-118.2915
3464,33.9969,-118.298
3465,33.9969,-118.298
3466,33.9774,-118.286
3467,33.9728,-118.2739
3468,33.9728,-118.2739
3469,33.96,-118.3003
3470,34.0001,-118.3149
3471,34.0028,-118.3089
3472,33.9797,-118.3255
3473,33.9432,-118.3112
3474,34.0005,-118.2915
3475,33.9757,-118.328
3476,33.996,-118.298
3477,33.9713,-118.2673
3478,34.0037,-118.3089
3479,33.964,-118.2739
3480,33.9745,-118.3309
3481,33.9688,-118.2842
3482,33.9824,-118.3046
3483,33.9834,-118.2695
3484,34.0091,-118.2506
3485,33.986,-118.28
3486,34.0262,-118.2334
3487,34.0144,-118.2705
3488,34.0234,-118.2654
3489,33.9981,-118.2697
3490,34.0021,-118.2565
3491,34.0021,-118.2565
3492,34.0259,-118.2535
3493,34.0202,-118.2544
3494,34.0029,-118.2783
3495,33.9501,-118.3725
3496,33.942,-118.4095
3497,33.9905,-118.4478
3498,33.9871,-118.4733
3499,33.944,-118.4073
3500,33.944,-118.4073
3501,33.9994,-118.4577
3502,34.0172,-118.4098
3503,34.0172,-118.4098
3508,34.1405,-118.3702
3512,34.143,-118.3727
3524,33.9304,-118.2504
3525,33.8966,-118.2857
3526,33.9311,-118.2664
3527,33.9555,-118.2871
3528,33.9315,-118.239
3529,33.9483,-118.2695
3530,33.9507,-118.2461
3531,33.9469,-118.2772
3532,33.9447,-118.2673
3533,33.9345,-118.2623
3534,33.9542,-118.2684
3535,33.947,-118.2594
3536,33.9363,-118.2426
3537,33.9415,-118.2483
3538,33.9407,-118.2426
3539,33.9406,-118.2369
3540,33.9374,-118.2805
3541,33.9393,-118.2652
3542,33.9311,-118.2493
3543,33.931,-118.2783
3544,33.9411,-118.2739
3545,33.9519,-118.2827
3546,33.9511,-118.2739
3547,33.9019,-118.2893
3548,33.9399,-118.2362
3549,33.9323,-118.2502
3550,33.9365,-118.2652
3551,33.9467,-118.2871
3552,33.9467,-118.2871
3564,34.0472,-118.3116
3565,34.0491,-118.2877
3566,34.0564,-118.3131
3567,34.0635,-118.3091
3568,34.0636,-118.3054
3569,34.0635,-118.3091
3570,34.0709,-118.2954
3571,34.0454,-118.3134
3572,34.04,-118.2943
3580,34.0535,-118.256
3581,34.0439,-118.2514
3582,34.0452,-118.2534
3583,34.0467,-118.252
3584,34.0442,-118.2439
3585,34.0408,-118.2428
3586,34.046,-118.2509
3587,34.0407,-118.2468
3588,34.0547,-118.2505
3589,34.043,-118.242
3590,34.0419,-118.2485
3591,34.0403,-118.2421
3592,34.0453,-118.2499
3593,34.0482,-118.2472
3594,34.0577,-118.2318
3595,34.0582,-118.2387
3596,34.0421,-118.2469
3597,34.0495,-118.2494
3598,34.0446,-118.245
3599,34.061,-118.2775
3600,34.0473,-118.2784
3601,34.0628,-118.2811
3602,34.0523,-118.2676
3603,34.0737,-118.2571
3605,34.0508,-118.2683
3606,34.0596,-118.2749
3607,34.0707,-118.2795
3608,34.0707,-118.2795
3609,34.0509,-118.2642
3610,34.0601,-118.2761
3611,34.0508,-118.2683
3612,34.0636,-118.2805
3613,34.0593,-118.2719
3614,34.0399,-118.2841
3615,34.0237,-118.3002
3616,34.0085,-118.3078
3617,34.0276,-118.3384
3618,34.0085,-118.3351
3619,34.0001,-118.3181
3620,34.0217,-118.3723
3621,34.0217,-118.3723
3622,34.0174,-118.3161
3623,34.0072,-118.3239
3624,34.0126,-118.3403
3625,34.0101,-118.3314
3626,34.0101,-118.3314
3627,34.0037,-118.3294
3628,34.0149,-118.3524
3629,34.0219,-118.3045
3630,34.0312,-118.3338
3631,34.0174,-118.3089
3632,34.0109,-118.2915
3633,34.0284,-118.2866
3634,34.0278,-118.3378
3635,34.072,-118.2052
3636,34.066,-118.2154
3637,34.0334,-118.1975
3638,34.0246,-118.1937
3639,34.0486,-118.2041
3640,34.0477,-118.2072
3641,34.0755,-118.2078
3643,34.0664,-118.1722
3644,34.0806,-118.2176
3645,34.0382,-118.2064
3657,34.098,-118.3506
3658,34.1052,-118.3333
3659,34.1016,-118.3387
3660,34.0889,-118.331
3661,34.1016,-118.3252
3662,34.1016,-118.3361
3663,34.098,-118.3267
3664,34.11,-118.3361
3665,34.0863,-118.3064
3666,34.11,-118.3364
3667,34.0956,-118.3092
3668,34.1032,-118.3374
3669,34.1016,-118.3387
3670,34.1016,-118.3417
3671,34.1016,-118.3387
3672,34.1016,-118.3387
3673,34.0519,-118.3324
3674,34.0517,-118.3674
3675,34.0436,-118.3249
3676,34.0351,-118.353
3677,34.0534,-118.3436
3678,34.0871,-118.3441
3679,34.0835,-118.3288
3680,34.0485,-118.3335
3681,34.0711,-118.343
3682,34.0462,-118.3441
3683,34.046,-118.3453
3684,34.0519,-118.4388
3685,34.0979,-118.4607
3686,34.0672,-118.4871
3687,34.0356,-118.4419
3688,34.0637,-118.4453
3689,34.0578,-118.4433
3709,34.0947,-118.2828
3710,34.0986,-118.2962
3711,34.0909,-118.2979
3712,34.1428,-118.226
3713,34.1199,-118.2431
3714,34.0934,-118.2961
3715,33.9757,-118.3309
3716,33.9995,-118.2817
3717,33.9846,-118.2892
3718,33.9774,-118.2813
3719,33.9647,-118.2651
3720,33.9484,-118.3167
3721,33.9618,-118.3068
3722,33.9892,-118.2827
3723,33.9855,-118.287
3724,33.9884,-118.2915
3725,33.9692,-118.3003
3726,33.9637,-118.2871
3727,33.9642,-118.2761
3728,33.9988,-118.2827
3729,33.9747,-118.2827
3730,33.96,-118.316
3731,34.001,-118.3067
3732,33.9892,-118.2844
3733,34.0007,-118.298
3734,33.9679,-118.2739
3735,33.964,-118.2739
3736,34.0075,-118.2775
3737,33.9748,-118.2652
3739,33.9994,-118.2499
3740,34.0039,-118.2565
3741,33.9898,-118.2783
3742,34.0289,-118.2686
3743,33.9807,-118.2783
3744,34.0167,-118.2432
3745,33.9857,-118.2628
3746,34.0396,-118.2451
3747,33.9939,-118.2499
3748,33.9981,-118.2697
3749,33.9845,-118.2652
3750,33.9797,-118.2739
3751,34.0126,-118.278
3752,33.9965,-118.28
3753,33.9824,-118.2783
3754,33.979,-118.2783
3755,34.0001,-118.2783
3756,34.0001,-118.2783
3757,34.0111,-118.2784
3758,33.9825,-118.2652
3759,33.9825,-118.2652
3760,33.9842,-118.2765
3761,34.0294,-118.3881
3762,33.9853,-118.4723
3763,33.9987,-118.4568
3764,33.9568,-118.429
3765,33.9933,-118.4765
3766,33.959,-118.4394
3768,34.1478,-118.4071
3789,33.9237,-118.2543
3790,33.9315,-118.232
3791,33.9315,-118.232
3792,33.9315,-118.232
3793,33.942,-118.2739
3794,33.9383,-118.2826
3795,33.9237,-118.2652
3796,33.9424,-118.2517
3797,33.9352,-118.239
3798,33.9352,-118.239
3799,33.9456,-118.2781
3800,33.933,-118.2761
3801,33.9347,-118.2761
3803,33.9348,-118.2739
3804,33.9437,-118.2826
3805,33.9437,-118.2826
3806,33.9467,-118.2871
3807,33.9312,-118.2695
3810,34.0725,-118.3153
3811,34.0636,-118.3041
3812,34.04,-118.309
3813,34.0453,-118.2864
3814,34.0526,-118.3021
3815,34.0618,-118.2941
3816,34.0636,-118.296
3817,34.0418,-118.3134
3818,34.0596,-118.3022
3819,34.0596,-118.3022
3820,34.0577,-118.2998
3821,34.0674,-118.2929
3822,34.0728,-118.2965
3829,34.0437,-118.2455
3830,34.0433,-118.2504
3831,34.0615,-118.2412
3832,34.0421,-118.2469
3833,34.0419,-118.2485
3834,34.0437,-118.2455
3835,34.0582,-118.2387
3836,34.0628,-118.2395
3837,34.0482,-118.2472
3838,34.0442,-118.2439
3839,34.0335,-118.2619
3840,34.0428,-118.2461
3841,34.0424,-118.2493
3842,34.0565,-118.2768
3843,34.0544,-118.2767
3844,34.0554,-118.2745
3845,34.0686,-118.2844
3846,34.0399,-118.2841
3847,34.0524,-118.2765
3848,34.0594,-118.2644
3849,34.0909,-118.2961
3850,34.088,-118.297
3851,34.0636,-118.2805
3852,34.0287,-118.3589
3853,34.023,-118.2944
3854,34.0183,-118.3556
3855,34.0291,-118.3089
3856,34.0055,-118.2915
3857,34.0314,-118.2834
3858,33.9993,-118.3244
3859,34.0092,-118.2872
3860,34.0268,-118.2896
3861,34.0183,-118.3556
3862,34.0217,-118.3725
3863,34.0326,-118.3451
3864,34.0146,-118.313
3865,34.006,-118.329
3866,34.0137,-118.3089
3867,34.0137,-118.3089
3868,34.0137,-118.3089
3869,34.0242,-118.2949
3870,34.0138,-118.3465
3871,34.0072,-118.3373
3872,34.0436,-118.2051
3873,34.082,-118.213
3874,34.0334,-118.211
3875,34.0517,-118.2178
3876,34.0881,-118.1875
3877,34.0881,-118.1875
3878,34.0637,-118.2128
3879,34.0436,-118.2051
3880,34.0226,-118.207
3881,34.0437,-118.2161
3882,34.0468,-118.2078
3883,34.0499,-118.2058
3884,34.0428,-118.2167
3885,34.0406,-118.2117
3898,34.098,-118.3252
3899,34.0537,-118.3327
3900,34.0435,-118.3508
3901,34.0495,-118.3215
3902,34.0496,-118.4367
3903,34.0501,-118.4601
3920,34.1161,-118.263
3921,34.0828,-118.2365
3922,34.0909,-118.2917
3923,34.0862,-118.2583
3924,34.0976,-118.2545
3925,34.1228,-118.2043
3926,34.1236,-118.1853
3927,34.1152,-118.1991
3928,34.0947,-118.2877
3929,34.093,-118.3005
3930,33.97,-118.3046
3931,33.9661,-118.2849
3932,33.9651,-118.2783
3933,33.97,-118.3046
3934,33.9854,-118.3279
3935,33.9693,-118.285
3936,33.9747,-118.2838
3937,34.0028,-118.3089
3938,33.9665,-118.2993
3939,33.9746,-118.3177
3940,33.9785,-118.2937
3941,33.9662,-118.2739
3942,33.9875,-118.298
3943,33.9996,-118.2915
3944,33.9891,-118.3186
3945,34.001,-118.3089
3946,33.9892,-118.3024
3947,33.9675,-118.2608
3948,34.0235,-118.2626
3949,34.0206,-118.2428
3950,33.9933,-118.28
3951,34.0378,-118.2483
3952,34.0039,-118.2696
3953,34.0076,-118.2521
3954,34.0039,-118.2676
3955,33.9984,-118.2652
3956,34.0038,-118.274
3957,34.0272,-118.248
3958,33.9975,-118.2499
3959,33.9954,-118.2385
3960,33.9773,-118.3718
3961,33.9971,-118.4148
3962,33.9905,-118.4478
3963,33.9947,-118.4683
3964,34.0062,-118.4289
3965,34.0062,-118.4289
3992,33.9292,-118.2695
3993,33.9538,-118.2586
3994,33.9483,-118.2781
3995,33.9339,-118.2652
3996,33.9469,-118.2772
3997,33.9348,-118.2784
3998,33.9237,-118.2652
3999,33.9348,-118.2463
4000,33.9383,-118.2739
4001,33.9483,-118.2781
4002,33.9472,-118.2826
4003,33.9419,-118.2784
4004,33.9329,-118.2826
4005,33.8818,-118.2826
4006,33.9357,-118.2739
4007,33.9389,-118.2317
4008,33.9389,-118.2317
4009,33.9469,-118.2772
4010,33.9601,-118.2827
4011,33.931,-118.2532
4012,33.9311,-118.2493
4013,33.9383,-118.2739
4014,33.9419,-118.2652
4015,33.9365,-118.2587
4016,33.9393,-118.2541
4017,33.9492,-118.2717
4023,34.067,-118.2899
4024,34.0526,-118.301
4025,34.0463,-118.2864
4026,34.0727,-118.2929
4027,34.0636,-118.2992
4028,34.0636,-118.3054
4029,34.0509,-118.2937
4030,34.0598,-118.2865
4031,34.0581,-118.3112
4032,34.0581,-118.3112
4033,34.0581,-118.3112
4034,34.0581,-118.3112
4035,34.0617,-118.2842
4036,34.0578,-118.3085
4037,34.069,-118.3119
4038,34.0418,-118.3116
4039,34.0437,-118.3006
4040,34.0443,-118.2904
4041,34.0526,-118.3031
4042,34.0654,-118.3029
4047,34.0453,-118.2499
4048,34.0436,-118.2354
4049,34.0416,-118.244
4050,34.0495,-118.2529
4051,34.0342,-118.2636
4052,34.0444,-118.2628
4053,34.0565,-118.2395
4054,34.0471,-118.2491
4055,34.0471,-118.2491
4056,34.0473,-118.2601
4057,34.0491,-118.2558
4058,34.0502,-118.254
4059,34.0446,-118.245
4060,34.0586,-118.2402
4061,34.0478,-118.2502
4062,34.0591,-118.2635
4063,34.0596,-118.2749
4064,34.0629,-118.2754
4065,34.0652,-118.267
4066,34.0699,-118.2596
4067,34.0644,-118.26
4068,34.063,-118.2727
4069,34.0539,-118.2712
4070,34.0616,-118.2586
4071,34.0836,-118.2917
4072,34.0559,-118.2756
4073,34.0442,-118.2758
4074,34.0054,-118.2872
4075,34.0163,-118.3536
4076,34.0145,-118.298
4077,34.0309,-118.2821
4078,34.0129,-118.3555
4079,34.0268,-118.2808
4080,34.0256,-118.3089
4081,34.0183,-118.3089
4082,34.036,-118.284
4083,34.0,-118.3308
4084,34.0255,-118.3601
4085,34.0255,-118.3601
4086,34.1108,-118.18
4087,34.0537,-118.2034
4088,34.0281,-118.2194
4089,34.0673,-118.1743
4097,33.8698,-118.2858
4100,34.1034,-118.3325
4101,34.098,-118.3332
4102,34.1016,-118.3387
4103,34.1017,-118.3224
4104,34.0944,-118.3125
4105,34.098,-118.3441
4106,34.1016,-118.3361
4107,34.0981,-118.3092
4108,34.044,-118.3586
4109,34.0606,-118.3534
4110,34.0482,-118.3516
4111,34.0568,-118.3457
4112,34.0645,-118.3614
4113,34.087,-118.3753
4114,34.0853,-118.3441
4115,34.0582,-118.4657
4116,34.0382,-118.4412
4117,34.0405,-118.4139
4130,34.0986,-118.2962
4131,34.1278,-118.1929
4132,34.1041,-118.2734
4133,34.1232,-118.2003
4134,34.1039,-118.2365
4135,34.089,-118.2226
4136,34.1394,-118.2037
4137,34.0973,-118.2265
4138,33.9897,-118.3044
4139,33.9709,-118.309
4140,33.9792,-118.2871
